id,name,type,calories,protein,fat,carbs,fiber,ingredients,tags,combined_text
468,Ikan Lele goreng,Sarapan,252.0,19.9,19.1,0.0,0.0,"['ikan', 'bumbu']","['goreng', 'seafood', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",ikan bumbu goreng seafood protein tinggi tinggi lemak rendah karbo
469,Ikan Lemuru,Sarapan,112.0,20.0,3.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
470,Ikan lidah segar,Sarapan,104.0,15.6,3.2,2.0,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
471,Ikan lomak asin mentah,Sarapan,258.0,40.3,2.3,18.9,0.9,"['ikan', 'bumbu']","['asin', 'seafood', 'protein tinggi', 'rendah lemak']",ikan bumbu asin seafood protein tinggi rendah lemak
472,Ikan malalugis segar,Sarapan,99.0,20.6,1.4,0.9,0.4,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
473,Ikan Mas,Sarapan,86.0,16.0,2.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
474,Ikan Mas goreng,Sarapan,188.0,19.3,12.2,0.0,0.0,"['ikan', 'bumbu']","['goreng', 'seafood', 'protein tinggi', 'rendah karbo', 'rendah kalori']",ikan bumbu goreng seafood protein tinggi rendah karbo rendah kalori
475,Ikan Mas pepes,Sarapan,209.0,15.2,11.3,11.8,0.6,"['ikan', 'bumbu']","['seafood', 'protein tinggi']",ikan bumbu seafood protein tinggi
476,Ikan mayong segar,Sarapan,97.0,17.9,2.0,0.4,0.2,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
477,Ikan Mujair dendeng goreng,Makan Siang,598.0,74.3,26.9,9.2,0.5,"['ikan', 'bumbu']","['goreng', 'seafood', 'protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",ikan bumbu goreng seafood protein tinggi tinggi lemak rendah karbo tinggi kalori
478,Ikan Mujair dendeng mentah,Makan Siang,582.0,68.3,15.2,37.2,1.9,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",ikan bumbu seafood protein tinggi tinggi lemak tinggi karbo tinggi kalori
479,Ikan Mujair goreng,Makan Siang,416.0,46.9,23.9,0.0,0.0,"['ikan', 'bumbu']","['goreng', 'seafood', 'protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",ikan bumbu goreng seafood protein tinggi tinggi lemak rendah karbo tinggi kalori
480,Ikan Mujair pepes,Sarapan,121.0,21.7,2.8,0.8,0.3,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
481,Ikan Mujair segar,Sarapan,89.0,18.7,1.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
482,Ikan nasu metti segar,Sarapan,154.0,16.8,5.0,10.5,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah kalori
483,Ikan oci kembung segar,Sarapan,125.0,21.3,3.4,2.2,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
484,Ikan Papuyu bakar,Sarapan,152.0,17.6,6.1,6.7,0.5,"['ikan', 'bumbu']","['bakar', 'seafood', 'protein tinggi', 'rendah karbo', 'rendah kalori']",ikan bumbu bakar seafood protein tinggi rendah karbo rendah kalori
485,Ikan papuyu/ betok segar,Sarapan,120.0,14.3,4.9,4.6,0.5,"['ikan', 'bumbu']","['seafood', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood rendah lemak rendah karbo rendah kalori
486,Ikan Patin bakar,Sarapan,144.0,17.5,6.3,4.3,0.5,"['ikan', 'bumbu']","['bakar', 'seafood', 'protein tinggi', 'rendah karbo', 'rendah kalori']",ikan bumbu bakar seafood protein tinggi rendah karbo rendah kalori
487,Ikan Patin segar,Sarapan,132.0,17.0,6.6,1.1,0.4,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah karbo rendah kalori
488,Ikan peda banjar mentah,Sarapan,156.0,28.0,4.0,2.0,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
489,Ikan Pepetek,Sarapan,176.0,32.0,4.4,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
490,Ikan Pindang banjar mentah,Sarapan,157.0,28.0,4.2,1.8,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
491,Ikan Pindang benggol mentah,Sarapan,170.0,31.0,4.2,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
492,Ikan Pindang layang mentah,Sarapan,153.0,30.0,2.8,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
493,Ikan Pindang selar mentah,Sarapan,142.0,27.0,3.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
494,Ikan sale lais mentah,Makan Siang,415.0,61.3,17.6,2.9,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",ikan bumbu seafood protein tinggi tinggi lemak rendah karbo tinggi kalori
495,Ikan Sale segar,Makan Siang,534.0,40.2,39.3,4.9,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",ikan bumbu seafood protein tinggi tinggi lemak rendah karbo tinggi kalori
496,Ikan saluang kering mentah,Sarapan,284.0,34.1,9.9,14.6,0.7,"['ikan', 'bumbu']","['seafood', 'protein tinggi']",ikan bumbu seafood protein tinggi
497,Ikan saluang segar,Sarapan,113.0,13.9,4.9,3.4,0.5,"['ikan', 'bumbu']","['seafood', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood rendah lemak rendah karbo rendah kalori
498,Ikan sanggang masakan,Sarapan,240.0,21.7,7.7,20.7,1.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi']",ikan bumbu seafood protein tinggi
499,Ikan sarden segar,Sarapan,109.0,19.9,1.8,3.4,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
500,Ikan Segar,Sarapan,113.0,17.0,4.5,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
501,Ikan Selar kering,Sarapan,194.0,38.0,3.5,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
502,Ikan selar kuning cue mentah,Sarapan,138.0,27.0,3.3,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
503,Ikan selar segar,Sarapan,100.0,18.8,2.2,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
504,Ikan Sepat kering,Sarapan,289.0,38.0,14.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah karbo']",ikan bumbu seafood protein tinggi rendah karbo
505,Ikan sepat segar,Sarapan,84.0,15.2,0.6,4.7,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
506,Ikan sidat segar,Sarapan,81.0,11.4,1.9,3.8,0.5,"['ikan', 'bumbu']","['seafood', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood rendah lemak rendah karbo rendah kalori
507,Ikan sunu asin mentah,Sarapan,199.0,34.1,3.8,7.1,0.5,"['ikan', 'bumbu']","['asin', 'seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu asin seafood protein tinggi rendah lemak rendah karbo rendah kalori
508,Ikan sunu segar,Sarapan,111.0,13.3,3.4,6.7,0.5,"['ikan', 'bumbu']","['seafood', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood rendah lemak rendah karbo rendah kalori
509,Ikan tahuman segar,Sarapan,88.0,15.9,0.9,4.1,0.5,"['ikan', 'bumbu']","['seafood', 'nabati', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood nabati protein tinggi rendah lemak rendah karbo rendah kalori
510,Ikan tarmon segar,Sarapan,96.0,19.5,1.1,2.0,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
511,Ikan telan segar,Sarapan,95.0,15.8,0.7,6.5,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
512,Ikan telur asin mentah,Sarapan,358.0,20.7,26.4,9.4,0.5,"['telur', 'ikan', 'bumbu']","['asin', 'seafood', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",telur ikan bumbu asin seafood protein tinggi tinggi lemak rendah karbo
513,Ikan Tembang,Sarapan,204.0,16.0,15.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah karbo']",ikan bumbu seafood protein tinggi rendah karbo
514,Ikan tempahas segar,Sarapan,101.0,15.1,4.1,1.0,0.4,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
515,Ikan tepung mentah,Makan Siang,316.0,60.1,6.5,22.4,1.1,"['ikan', 'bumbu']","['seafood', 'protein tinggi']",ikan bumbu seafood protein tinggi
516,Ikan terbang segar,Sarapan,98.0,19.6,1.7,1.0,0.4,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
517,Ikan Teri bubuk,Sarapan,277.0,60.0,2.3,1.8,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo
518,Ikan Teri kering,Sarapan,170.0,33.4,3.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
519,Ikan Teri Kering tawar,Makan Siang,331.0,68.7,4.2,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo
520,Ikan Teri Nasi kering,Sarapan,144.0,32.5,0.6,0.0,0.0,"['beras', 'ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",beras ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
521,Ikan teri segar,Sarapan,74.0,10.3,1.4,4.1,0.5,"['ikan', 'bumbu']","['seafood', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood rendah lemak rendah karbo rendah kalori
522,Ikan Teri tepung,Makan Siang,347.0,48.8,6.4,19.6,1.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi']",ikan bumbu seafood protein tinggi
523,Ikan titang segar,Sarapan,82.0,17.4,0.4,2.3,0.5,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
524,Ikan tongkol segar,Sarapan,100.0,13.7,1.5,8.0,0.5,"['ikan', 'bumbu']","['seafood', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood rendah lemak rendah karbo rendah kalori
525,Ikan turi segar,Sarapan,96.0,19.2,2.0,0.2,0.1,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
526,Intip goreng,Makan Siang,474.0,7.6,21.6,62.3,3.1,"['bahan utama', 'bumbu']","['goreng', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu goreng tinggi lemak tinggi karbo tinggi kalori
527,Itik alabio daging dendeng mentah,Makan Siang,496.0,30.3,33.5,18.4,0.9,"['bahan utama', 'bumbu']","['daging', 'protein tinggi', 'tinggi lemak', 'tinggi kalori']",bahan utama bumbu daging protein tinggi tinggi lemak tinggi kalori
528,Jagung grontol,Sarapan,156.0,2.7,1.3,33.3,1.7,['jagung'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",jagung rendah lemak tinggi karbo rendah kalori
529,Jagung Kuning giling,Makan Siang,361.0,8.7,4.5,72.4,3.6,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
530,Jagung Kuning muda,Sarapan,129.0,4.1,1.3,30.3,1.5,['jagung'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",jagung rendah lemak tinggi karbo rendah kalori
531,Jagung Kuning pipil baru,Makan Siang,307.0,7.9,3.4,63.6,3.2,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
532,Jagung kuning pipil kering mentah,Makan Siang,366.0,9.8,7.3,69.1,3.5,['jagung'],['tinggi karbo'],jagung tinggi karbo
533,Jagung Kuning pipil lama,Makan Siang,355.0,9.2,3.9,73.7,3.7,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
534,Jagung kuning pipil rebus,Sarapan,154.0,3.8,3.5,28.4,1.4,['jagung'],"['rebus', 'rendah lemak', 'rendah kalori']",jagung rebus rendah lemak rendah kalori
535,Jagung Kuning segar,Sarapan,140.0,4.7,1.3,33.1,1.7,['jagung'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",jagung rendah lemak tinggi karbo rendah kalori
536,Jagung kuning tepung,Makan Siang,355.0,9.2,3.9,73.7,3.7,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
537,Jagung muda,Sarapan,35.0,2.2,0.1,7.4,0.5,['jagung'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",jagung rendah lemak rendah karbo rendah kalori
538,Jagung muda kuning mentah,Sarapan,147.0,5.1,0.7,31.5,1.6,['jagung'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",jagung rendah lemak tinggi karbo rendah kalori
539,Jagung muda rebus,Sarapan,142.0,5.0,0.7,30.3,1.5,['jagung'],"['rebus', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",jagung rebus rendah lemak tinggi karbo rendah kalori
540,Jagung pipil var. harapan kering,Makan Siang,367.0,6.2,5.1,76.2,3.8,['jagung'],['tinggi karbo'],jagung tinggi karbo
541,Jagung pipil var. metro kering,Makan Siang,368.0,5.5,4.6,78.0,3.9,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
542,Jagung Putih giling,Makan Siang,361.0,8.7,4.5,72.4,3.6,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
543,Jagung Putih muda,Sarapan,129.0,4.1,1.3,30.3,1.5,['jagung'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",jagung rendah lemak tinggi karbo rendah kalori
544,Jagung Putih pipil baru,Makan Siang,307.0,7.9,3.4,63.6,3.2,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
545,Jagung Putih pipil lama,Makan Siang,355.0,9.2,3.9,73.7,3.7,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
546,Jagung Putih segar,Sarapan,140.0,4.7,1.3,33.1,1.7,['jagung'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",jagung rendah lemak tinggi karbo rendah kalori
547,Jagung Rebus ,Sarapan,175.0,1.8,1.8,35.0,1.8,['jagung'],"['rebus', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",jagung rebus rendah lemak tinggi karbo rendah kalori
548,Jagung Sayur (tumis) ,Sarapan,148.9,10.4,10.4,20.1,2.0,"['sayuran', 'jagung']","['tumis', 'sayuran', 'rendah kalori']",sayuran jagung tumis sayuran rendah kalori
549,Jagung titi,Makan Siang,374.0,9.4,2.2,79.1,4.0,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
550,Jahe,Sarapan,51.0,1.5,1.0,10.1,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
551,Jali,Sarapan,289.0,11.0,4.0,61.0,3.1,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
552,Jam selai,Sarapan,239.0,0.5,0.6,64.5,3.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
553,Jambal goreng,Sarapan,286.0,48.5,9.2,2.3,0.5,"['bahan utama', 'bumbu']","['goreng', 'protein tinggi', 'rendah karbo']",bahan utama bumbu goreng protein tinggi rendah karbo
554,Jambu Air,Sarapan,46.0,0.6,0.0,11.8,0.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
555,Jambu Biji,Sarapan,49.0,0.9,0.3,12.2,1.2,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
556,Jambu biji putih tidak berbiji,Sarapan,61.0,0.9,0.3,15.4,1.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
557,Jambu Bol,Sarapan,56.0,0.6,0.3,14.2,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
558,Jambu Monyet buah,Sarapan,64.0,0.7,0.6,15.8,1.6,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
559,Jampang huma mentah,Makan Siang,350.0,6.2,1.4,78.2,3.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
560,Jamur Coklat (kulat siau),Sarapan,45.0,2.5,3.9,0.0,0.0,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
561,Jamur encik,Sarapan,296.0,9.4,1.1,62.0,3.1,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
562,Jamur kuping kering,Sarapan,294.0,16.0,0.9,64.6,3.2,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
563,Jamur kuping segar,Sarapan,21.0,3.8,0.6,0.9,0.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
564,Jamur merang segar,Sarapan,30.0,3.5,0.2,4.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
565,Jamur Putih (kulat putih),Sarapan,48.0,2.8,4.1,2.9,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
566,Jamur sagu,Sarapan,48.0,1.9,3.2,2.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
567,Jamur tiram segar,Sarapan,30.0,1.9,0.1,5.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
568,Jangang bintatoeng masakan,Sarapan,107.0,5.3,2.2,16.5,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
569,Jantung Pisang segar,Sarapan,31.0,1.2,0.3,7.1,0.7,['pisang'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",pisang rendah lemak rendah karbo rendah kalori
570,Japilus,Makan Siang,500.0,1.2,25.1,67.3,3.4,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi karbo tinggi kalori
571,Jaruk Tigarun,Sarapan,48.0,2.5,4.2,0.0,0.0,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
572,Jawawut,Makan Siang,334.0,9.7,3.5,73.4,3.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'jawa', 'tradisional']",bahan utama bumbu rendah lemak tinggi karbo jawa tradisional
573,Jenang ,Makan Siang,381.7,9.5,9.5,65.8,3.3,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
574,Jengkol segar,Sarapan,192.0,5.4,0.3,40.7,2.0,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
575,Jeruk Bali,Sarapan,48.0,0.6,0.2,12.4,0.6,['jeruk'],"['rendah lemak', 'rendah kalori', 'bali', 'tradisional']",jeruk rendah lemak rendah kalori bali tradisional
576,Jeruk banjar segar,Sarapan,61.0,0.8,0.2,14.1,0.7,['jeruk'],"['rendah lemak', 'rendah kalori']",jeruk rendah lemak rendah kalori
577,Jeruk Garut,Sarapan,44.0,0.8,0.3,10.9,0.5,['jeruk'],"['rendah lemak', 'rendah kalori']",jeruk rendah lemak rendah kalori
578,Jeruk Kalamansi segar,Sarapan,39.0,0.3,0.3,8.9,0.5,['jeruk'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",jeruk rendah lemak rendah karbo rendah kalori
579,Jeruk Manis,Sarapan,45.0,0.9,0.2,11.2,0.6,['jeruk'],"['manis', 'rendah lemak', 'rendah kalori']",jeruk manis rendah lemak rendah kalori
580,Jeruk Nipis,Sarapan,37.0,0.8,0.1,12.3,0.6,['jeruk'],"['rendah lemak', 'rendah kalori']",jeruk rendah lemak rendah kalori
581,Jeruk ragi segar,Sarapan,49.0,0.7,0.2,11.1,0.6,['jeruk'],"['rendah lemak', 'rendah kalori']",jeruk rendah lemak rendah kalori
